vehicle_id,vehicle_type,manufacturer,model,prod_year,category,leather interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,levy,price
45624062,auto,TOYOTA,Prius,2008,Sedan,0,Hybrid,1.5,170000,4,Variator,Front,4,Left wheel,Black,8,843,11290
45761465,auto,BMW,535,2012,Sedan,1,Petrol,3.0 Turbo,141000,6,Automatic,Rear,4,Left wheel,Blue,12,0,39201
45068462,auto,TOYOTA,Prius,2008,Hatchback,0,Hybrid,1.5,102000,4,Automatic,Front,4,Left wheel,Silver,2,843,9095
45656238,auto,TOYOTA,Prius,2013,Hatchback,1,Hybrid,1.8,74838,4,Automatic,Front,4,Left wheel,White,12,585,3450
45803326,auto,HYUNDAI,Sonata,2014,Sedan,1,LPG,2,347600,4,Automatic,Front,4,Left wheel,Silver,4,639,10036
45766577,auto,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,3.5,64496,6,Automatic,4x4,4,Left wheel,Blue,12,1172,13642
45815534,auto,MAZDA,Demio Sport,2004,Hatchback,0,Petrol,1.5,164004,4,Manual,Front,4,Right-hand drive,Blue,6,0,7527
45789042,auto,MERCEDES-BENZ,E 230,1996,Limousine,0,CNG,2.3,310000,4,Manual,Rear,4,Left wheel,Silver,2,0,9408
45725058,auto,SSANGYONG,Actyon,2010,Jeep,1,Diesel,2,180204,4,Automatic,Front,4,Left wheel,Black,4,836,20005
45772275,auto,HYUNDAI,Elantra,2017,Sedan,1,Petrol,1.6,25635,4,Automatic,Front,4,Left wheel,Black,12,831,1019
45767036,auto,LEXUS,IS 250 TURBO,2017,Sedan,1,Petrol,2,36000,4,Tiptronic,Rear,4,Left wheel,White,0,1017,24462
45805160,auto,HYUNDAI,Tucson,2017,Jeep,1,Diesel,2,148510,4,Automatic,Front,4,Left wheel,White,4,1017,36366
45732697,auto,HYUNDAI,Sonata,2014,Sedan,1,LPG,2,313922,4,Automatic,Front,4,Left wheel,Yellow,4,639,8467
45776757,auto,MERCEDES-BENZ,C 250,2010,Sedan,1,Petrol,2.5,219000,6,Tiptronic,Rear,4,Left wheel,White,8,1024,17876
45774213,auto,MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,3,175614,6,Automatic,Rear,4,Left wheel,Black,12,1598,2430
45769551,auto,MERCEDES-BENZ,E 300,2017,Sedan,1,Petrol,2,26802,4,Automatic,Rear,4,Left wheel,Black,12,1017,314
45800540,auto,NISSAN,Tiida,2006,Hatchback,1,Petrol,1.5,134000,4,Automatic,Front,4,Right-hand drive,Silver,4,0,7683
45774015,auto,MERCEDES-BENZ,E 350,2009,Sedan,1,Diesel,3.5,109139,6,Automatic,Rear,4,Left wheel,Black,12,1624,5018
45759925,auto,TOYOTA,Prius,2010,Hatchback,0,Hybrid,1.8,131200,4,Variator,Front,4,Left wheel,Black,0,0,17249
45290785,auto,TOYOTA,Camry,2014,Sedan,0,Petrol,2.5,107000,4,Automatic,Front,4,Left wheel,Grey,12,777,22000
45801823,auto,TOYOTA,Ist,2004,Sedan,0,Petrol,1.3,11700,4,Automatic,Front,4,Right-hand drive,Silver,2,0,7840
45792513,auto,KIA,Optima,2013,Sedan,1,Petrol,2,52192,4,Automatic,Front,4,Left wheel,Grey,4,640,9700
45373035,auto,HYUNDAI,Elantra,2014,Sedan,0,Petrol,1.8,78000,4,Tiptronic,Front,4,Left wheel,Grey,8,584,15994
44945653,auto,CHEVROLET,Volt,2012,Hatchback,0,Plug-in Hybrid,1.4,165900,4,Automatic,Front,4,Left wheel,Blue,12,0,20385
45184601,auto,HONDA,FIT,2011,Hatchback,0,Petrol,1.3,50000,4,Automatic,Front,4,Right-hand drive,Silver,4,1236,5500
45797437,auto,HYUNDAI,Elantra,2007,Sedan,1,Petrol,1.6,51385,4,Automatic,Front,4,Left wheel,Grey,4,1047,10406
45807638,auto,MITSUBISHI,Outlander,2008,Jeep,0,Petrol,3,0,6,Tiptronic,4x4,4,Left wheel,Silver,4,0,20385
44991559,auto,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,1.5,147000,4,Automatic,Front,4,Right-hand drive,White,4,0,13013
45802695,auto,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,2,41124,4,Automatic,Front,4,Left wheel,White,4,836,17813
45808886,auto,CHEVROLET,Aveo,2011,Sedan,1,Petrol,1.6,193425,4,Automatic,Front,4,Left wheel,White,4,583,9543
45803023,auto,HYUNDAI,Santa FE,2017,Jeep,1,Diesel,2,27453,4,Automatic,Front,4,Left wheel,White,4,1017,42337
45808958,auto,CHEVROLET,Aveo,2013,Hatchback,1,Petrol,1.6,71309,4,Automatic,Front,4,Left wheel,Black,4,530,18973
45646493,auto,TOYOTA,Camry,2013,Sedan,1,Hybrid,2.5,190549,4,Automatic,Front,4,Left wheel,Black,12,779,5018
45606051,auto,MERCEDES-BENZ,Vito,2001,Minivan,0,Diesel,2.2,318000,2,Manual,Rear,2,Left wheel,White,6,0,5500
45815251,auto,TOYOTA,Camry,2013,Sedan,1,Hybrid,2.5,225510,4,Automatic,Front,4,Left wheel,White,12,779,5018
45729944,auto,SSANGYONG,REXTON,2011,Jeep,1,Diesel,2,326612,4,Automatic,Front,4,Left wheel,White,4,707,25299
45802037,auto,HYUNDAI,Genesis,2010,Coupe,1,Petrol,2,95510,4,Automatic,Front,4,Left wheel,Silver,4,836,16323
45794137,auto,VOLKSWAGEN,Jetta,2017,Sedan,1,Petrol,1.4,0,6,Automatic,Front,4,Left wheel,Grey,6,0,80
45809071,auto,DAEWOO,Lacetti,2010,Sedan,1,Petrol,1.8,164466,4,Automatic,Front,4,Left wheel,Grey,4,761,8006
45789834,auto,CHEVROLET,Captiva,2007,Jeep,1,Diesel,2,51258,4,Automatic,Front,4,Left wheel,Black,4,1288,5331
45656090,auto,LEXUS,RX 400,2008,Jeep,1,Hybrid,3.5,364523,6,Automatic,4x4,4,Left wheel,Black,12,1850,941
45744693,auto,DAEWOO,Lacetti,2010,Sedan,1,Petrol,1.6,93914,4,Automatic,Front,4,Left wheel,Blue,4,687,5184
45784446,auto,CHEVROLET,Cruze,2017,Sedan,0,Petrol,1.4 Turbo,26000,4,Automatic,Front,4,Left wheel,Silver,8,738,18189
45762833,auto,VOLKSWAGEN,Scirocco,2015,Sedan,1,Petrol,0.2,111965,4,Automatic,Front,4,Left wheel,Black,12,155,4547
45806750,auto,CHEVROLET,Silverado,2018,Jeep,1,Petrol,5.3,28890,8,Automatic,Front,4,Left wheel,Red,12,2715,28539
45793159,auto,CHEVROLET,Cruze,2009,Sedan,1,Petrol,1.6,145060,4,Automatic,Front,4,Left wheel,Silver,4,789,6899
45791965,auto,MAZDA,Demio,2004,Sedan,0,Petrol,1.3,230000,4,Variator,Front,4,Right-hand drive,Silver,7,0,6272
45416243,auto,SUBARU,Forester,2014,Jeep,1,Petrol,2.5,95000,4,Automatic,4x4,4,Left wheel,White,12,777,26343
45777430,auto,MERCEDES-BENZ,Vito,2003,Goods wagon,0,Diesel,2.2 Turbo,395000,4,Manual,Front,4,Left wheel,White,2,0,8154
45432915,auto,HONDA,Cr-v,1998,Jeep,0,Petrol,2,282099,4,Automatic,Front,4,Left wheel,Black,0,0,6899
45781878,auto,TOYOTA,Prius C,2013,Sedan,0,Hybrid,1.5,105000,4,Automatic,Front,4,Left wheel,Blue,0,0,16621
45781454,auto,OPEL,Astra,2004,Goods wagon,0,Diesel,1.7 Turbo,1800000,4,Manual,Front,4,Left wheel,Silver,6,1437,7213
45769088,auto,MERCEDES-BENZ,E 300,2017,Sedan,1,Petrol,2,26802,4,Automatic,Rear,4,Left wheel,Black,12,1017,314
45801579,auto,VOLKSWAGEN,Jetta,2015,Sedan,1,Petrol,1.8,74000,4,Tiptronic,Front,4,Left wheel,Red,6,0,17562
45809097,auto,TOYOTA,Aqua,2015,Hatchback,1,Hybrid,1.5,154540,4,Automatic,Front,4,Left wheel,Silver,4,308,8985
45766635,auto,LEXUS,GX 470,2013,Jeep,1,Petrol,4.6,202651,8,Automatic,4x4,4,Left wheel,Black,0,1360,54568
45801736,auto,TOYOTA,Prius,2005,Sedan,0,Petrol,1.5,126000,4,Automatic,Front,4,Left wheel,Silver,4,0,7213
45809214,auto,TOYOTA,Aqua,2013,Hatchback,1,Hybrid,1.5,105900,4,Automatic,Front,4,Left wheel,White,4,502,12121
45815008,auto,TOYOTA,Camry,2014,Sedan,1,Petrol,2.5,0,4,Automatic,Front,4,Left wheel,White,12,777,392
45765403,auto,LEXUS,CT 200h,2011,Hatchback,1,Hybrid,1.8,32974,4,Automatic,Front,4,Left wheel,Silver,0,645,470
45745226,auto,TOYOTA,Camry,2010,Sedan,1,Hybrid,2.4,158400,8,Automatic,Front,4,Left wheel,Silver,0,0,22894
45814755,auto,OPEL,Astra,2005,Goods wagon,0,Petrol,1.8,1111,4,Automatic,Front,4,Left wheel,Black,8,0,10976
45811945,auto,HONDA,Cr-v,2015,Jeep,1,Petrol,2.4,50800,4,Automatic,4x4,4,Left wheel,Grey,12,900,39201
45809347,auto,CADILLAC,SRX,2010,Sedan,1,Petrol,3,216155,6,Automatic,Front,4,Left wheel,Pink,12,1211,2509
45773474,auto,TOYOTA,Prius,2013,Hatchback,0,Hybrid,1.8,125000,4,Automatic,Front,4,Left wheel,White,8,585,18817
45797833,auto,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,173678,4,Automatic,Front,4,Left wheel,White,4,583,18826
45787540,auto,MERCEDES-BENZ,280,1997,Sedan,0,CNG,2.8,30000,6,Automatic,Rear,4,Left wheel,Blue,4,0,6272
45796987,auto,HYUNDAI,H1,2011,Universal,1,Diesel,2.5,232078,4,Automatic,Front,4,Left wheel,Silver,4,862,21103
45764565,auto,TOYOTA,Highlander,2012,Jeep,1,Petrol,3.5,285186,6,Automatic,Front,4,Left wheel,Grey,12,1058,9565
45813846,auto,FORD,F150,2017,Pickup,1,Petrol,2.7,118462,6,Automatic,Rear,4,Left wheel,Black,12,1342,14583
44793577,auto,TOYOTA,Camry,2015,Sedan,1,Petrol,2.5,60000,4,Tiptronic,Front,4,Left wheel,Black,12,934,32615
45715160,auto,NISSAN,Note,2005,Hatchback,0,Petrol,1.5,151000,4,Variator,Front,4,Right-hand drive,Black,4,0,7370
45727477,auto,SSANGYONG,Korando,2011,Jeep,1,Diesel,2,139924,4,Automatic,Front,4,Left wheel,White,4,707,18092
45733141,auto,HYUNDAI,Sonata,2015,Sedan,1,LPG,2,339603,4,Automatic,Front,4,Left wheel,Silver,4,765,15367
45729873,auto,SSANGYONG,REXTON,2010,Jeep,1,Diesel,2.7,93376,4,Automatic,Front,4,Left wheel,Black,4,1099,25889
45797175,auto,HYUNDAI,Genesis,2010,Coupe,1,Petrol,2,95510,4,Automatic,Front,4,Left wheel,Silver,4,836,16327
45762787,auto,TOYOTA,Vitz,2012,Sedan,0,Petrol,1,110000,3,Automatic,Front,4,Right-hand drive,White,6,0,11604
45768533,auto,KIA,Sorento,2011,Jeep,1,Petrol,3.5,309570,6,Automatic,Front,4,Left wheel,Silver,12,1172,2979
45810110,auto,CHEVROLET,Lacetti,2009,Sedan,1,Petrol,1.6,94201,4,Automatic,Front,4,Left wheel,Silver,4,790,5341
45813513,auto,HONDA,Civic,1995,Sedan,0,Petrol,1.4,210000,4,Manual,Front,4,Left wheel,Green,2,0,2000
45806393,auto,NISSAN,Frontier,2014,Sedan,1,Petrol,2.5,86203,4,Automatic,Rear,4,Left wheel,Grey,12,777,8467
45802909,auto,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,2,194067,4,Automatic,Front,4,Left wheel,Black,4,891,37633
45733701,auto,HYUNDAI,Sonata,2016,Sedan,1,Petrol,2,49829,4,Automatic,Front,4,Left wheel,White,4,891,49459
45772592,auto,AUDI,Q7,2015,Jeep,1,Petrol,3,264014,6,Automatic,4x4,4,Left wheel,Black,0,1104,862
45796038,auto,TOYOTA,Camry,2013,Sedan,0,Hybrid,2.5,152000,4,Automatic,Front,4,Left wheel,White,10,0,26657
45648467,auto,BMW,X5,2012,Jeep,1,Diesel,3,296395,6,Automatic,4x4,4,Left wheel,Grey,0,919,157
45808737,auto,MAZDA,CX-3,2015,Hatchback,0,Petrol,2,20000,4,Tiptronic,Front,4,Left wheel,Black,12,0,37633
45787214,auto,CHEVROLET,Cruze,2015,Sedan,1,Petrol,1.4 Turbo,73000,4,Automatic,Front,4,Left wheel,White,12,562,14740
45812788,auto,MERCEDES-BENZ,Sprinter,2005,Microbus,0,Diesel,2.2 Turbo,1000,4,Manual,Rear,2,Right-hand drive,White,2,0,20385
45800690,auto,BMW,525 ///M,2001,Sedan,0,Petrol,2.5,76550,6,Tiptronic,Rear,4,Right-hand drive,Grey,6,0,10663
45815363,auto,TOYOTA,Ist,2002,Hatchback,0,Petrol,1.5,117000,4,Automatic,4x4,4,Right-hand drive,Red,4,0,8781
45773692,auto,TOYOTA,Camry,2013,Jeep,1,Hybrid,2.5,493571,4,Automatic,Front,4,Left wheel,Black,12,779,392
45808771,auto,VOLKSWAGEN,Golf,2002,Hatchback,1,Petrol,1.8 Turbo,200000,4,Manual,Front,2,Left wheel,Black,6,0,6272
45759110,auto,LEXUS,GX 470,2014,Jeep,1,Petrol,4.6,146218,8,Automatic,4x4,4,Left wheel,Black,0,1356,17562
45801982,auto,TOYOTA,Aqua,2013,Hatchback,1,Hybrid,1.5,143000,4,Automatic,Front,4,Right-hand drive,Blue,6,0,15053
45751566,auto,HONDA,Cr-v,2011,Jeep,1,Petrol,2.4,272542,4,Automatic,4x4,4,Left wheel,Grey,12,831,1490
45689444,auto,TOYOTA,Camry XLE,2014,Sedan,0,Petrol,2.5,75000,4,Tiptronic,Front,4,Left wheel,Black,12,0,25089
45758982,auto,CHEVROLET,Volt Full Packet,2012,Sedan,1,Plug-in Hybrid,1.4,113600,4,Variator,Front,4,Left wheel,Black,12,0,24462
45157923,auto,TOYOTA,Highlander,2008,Jeep,1,Hybrid,3.3,157000,6,Automatic,4x4,4,Left wheel,Grey,8,0,34184
45651187,auto,MERCEDES-BENZ,GLA 250,2015,Jeep,1,Petrol,2,159928,4,Automatic,Front,4,Left wheel,Black,0,765,12858
45815009,auto,TOYOTA,Camry,2014,Sedan,1,Petrol,2.5,221688,4,Automatic,Front,4,Left wheel,Grey,12,777,94
45730403,auto,SSANGYONG,REXTON,2013,Jeep,1,Diesel,2,149792,4,Automatic,Front,4,Left wheel,Silver,4,640,35046
45809847,auto,HONDA,Civic,2016,Sedan,1,Petrol,2,36808,4,Automatic,Front,4,Left wheel,Black,4,891,44862
45771413,auto,NISSAN,Altima,2015,Sedan,1,Petrol,2.5,217960,4,Automatic,Front,4,Left wheel,Black,12,934,392
45771798,auto,MERCEDES-BENZ,E 350,2013,Sedan,1,Diesel,3.5,107800,6,Automatic,Rear,4,Left wheel,Grey,12,1055,5802
45804982,auto,HYUNDAI,Tucson,2014,Jeep,1,Diesel,2,137469,4,Automatic,Front,4,Left wheel,Black,4,639,33230
45779485,auto,MERCEDES-BENZ,C 180,1995,Sedan,0,Petrol,1.8,20000,4,Manual,Rear,4,Left wheel,Blue,2,0,3450
45797068,auto,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,122614,4,Automatic,Front,4,Left wheel,Grey,4,777,32979
45776444,auto,HONDA,Fred HIBRIDI,2012,Minivan,0,Hybrid,1.5,195000,4,Variator,Front,4,Right-hand drive,Black,6,0,13500
45809419,auto,TOYOTA,Aqua,2015,Hatchback,1,Petrol,1.5,67986,4,Automatic,Front,4,Left wheel,White,4,595,21040
45797365,auto,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,190000,4,Automatic,Front,4,Left wheel,White,4,777,28423
45809032,auto,FORD,F150,2012,Sedan,1,Petrol,3.5,142930,4,Automatic,Front,4,Left wheel,Grey,4,1058,79782
45768138,auto,TOYOTA,Highlander,2008,Jeep,1,Hybrid,3.3,318467,6,Automatic,4x4,4,Left wheel,Blue,12,1750,251
45641375,auto,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,115312,4,Automatic,Front,4,Left wheel,Grey,12,394,706
45676303,auto,TOYOTA,Camry,2014,Sedan,1,Petrol,2.5,107000,4,Automatic,Front,4,Left wheel,Black,12,777,15053
45761695,auto,MERCEDES-BENZ,E 240,2002,Universal,0,Petrol,2.4,20000,6,Automatic,Rear,4,Left wheel,Green,10,0,3500
45766791,auto,DODGE,Durango,2011,Jeep,1,Petrol,3.6,344814,6,Automatic,4x4,4,Left wheel,Green,12,1203,706
45781812,auto,CHEVROLET,Cruze,2015,Sedan,0,Petrol,1.4 Turbo,75000,4,Tiptronic,Front,4,Left wheel,White,10,562,15681
45786142,auto,OPEL,Astra,1997,Sedan,0,Petrol,1.6,180000,4,Automatic,Front,4,Left wheel,Grey,2,0,4077
45766227,auto,MERCEDES-BENZ,Sprinter,2005,Microbus,0,Diesel,2.2 Turbo,267000,4,Manual,Rear,4,Left wheel,Golden,4,0,17876
45124920,auto,CHEVROLET,Cruze,2014,Sedan,0,Petrol,1.8,68000,4,Manual,Front,4,Left wheel,Black,6,584,14426
45768539,auto,TOYOTA,Highlander,2008,Sedan,1,Hybrid,3.3,277405,6,Automatic,4x4,4,Left wheel,Grey,12,1750,627
45788952,auto,SUBARU,Forester 4x4,2013,Jeep,0,Petrol,2.5,75000,4,Automatic,4x4,4,Left wheel,Grey,6,0,21639
45813193,auto,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,381365,4,Automatic,Front,4,Left wheel,Silver,12,394,706
45792609,auto,TOYOTA,Prius C,2012,Hatchback,0,Hybrid,1.4,100000,4,Automatic,Front,4,Left wheel,White,6,475,17249
45773334,auto,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,128739,4,Automatic,Front,4,Left wheel,Green,12,394,2274
45253177,auto,NISSAN,Juke Nismo RS,2014,Jeep,1,Petrol,1.6 Turbo,70900,4,Manual,Front,4,Left wheel,White,8,528,23521
45660294,auto,LEXUS,RX 450,2016,Jeep,1,Hybrid,3.5,27038,6,Automatic,4x4,4,Left wheel,White,12,690,392
45793417,auto,HYUNDAI,Elantra,2012,Sedan,0,Petrol,1.8,13500,4,Tiptronic,Front,4,Left wheel,Black,4,0,17562
45784233,auto,MERCEDES-BENZ,ML 350,2014,Jeep,1,Diesel,3.5,190000,6,Tiptronic,4x4,4,Left wheel,Black,0,1053,56450
45808985,auto,DAEWOO,Lacetti,2011,Sedan,1,Petrol,1.6,151842,4,Automatic,Front,4,Left wheel,White,4,583,9832
45761236,auto,CHEVROLET,Volt,2014,Hatchback,1,Hybrid,1.4,138491,4,Automatic,Front,4,Left wheel,Black,0,259,3763
45733171,auto,HYUNDAI,Sonata,2011,Sedan,1,Petrol,2,117543,4,Automatic,Front,4,Left wheel,Silver,4,707,18826
45813635,auto,HYUNDAI,Sonata,2015,Sedan,1,Hybrid,2.4,77830,4,Automatic,Front,4,Left wheel,Grey,12,441,1646
45765216,auto,MERCEDES-BENZ,E 350,2011,Coupe,1,Diesel,3.5,226251,6,Automatic,Rear,2,Left wheel,Black,12,1172,1568
45774913,auto,TOYOTA,Prius C,2012,Hatchback,0,Hybrid,1.5,139005,4,Automatic,Front,4,Left wheel,Blue,12,503,11290
45799612,auto,MERCEDES-BENZ,Sprinter,2004,Microbus,0,Diesel,2.2 Turbo,371500,4,Manual,4x4,4,Left wheel,White,2,0,29793
45802067,auto,HYUNDAI,H1,2012,Universal,1,Diesel,2.5,230000,4,Automatic,Front,4,Left wheel,Yellow,4,781,17346
45732154,auto,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,2.2,137986,4,Automatic,Front,4,Left wheel,Silver,4,971,44724
45803958,auto,HYUNDAI,Tucson,2010,Jeep,1,Diesel,2,173169,4,Automatic,Front,4,Left wheel,Grey,4,836,17923
44609440,auto,MERCEDES-BENZ,E 400,2017,Coupe,1,Petrol,3.0 Turbo,6200,6,Tiptronic,Rear,2,Left wheel,Blue,12,0,77775
45810213,auto,TOYOTA,RAV 4,2012,Jeep,1,Petrol,2.5,73136,4,Automatic,4x4,4,Left wheel,Blue,12,781,282
44298985,auto,MERCEDES-BENZ,E 270 4,2000,Sedan,0,Diesel,2.7 Turbo,335000,5,Tiptronic,Rear,4,Left wheel,Silver,6,0,11604
45801654,auto,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,143502,4,Automatic,Front,4,Left wheel,White,4,531,19416
45811011,auto,CHEVROLET,Volt,2014,Hatchback,1,Hybrid,1.4,133195,4,Automatic,Front,4,Left wheel,Black,12,259,1725
45810787,auto,HYUNDAI,Elantra,2013,Sedan,1,Petrol,1.8,112000,4,Tiptronic,Front,4,Left wheel,Grey,12,0,20071
43065776,auto,HONDA,FIT,2007,Hatchback,0,Petrol,1.3,150000,4,Automatic,4x4,4,Right-hand drive,Grey,4,0,45
45807597,auto,MERCEDES-BENZ,S 320,2000,Sedan,1,CNG,3.2,210000,6,Tiptronic,Rear,4,Left wheel,White,10,0,11917
45719230,auto,CHEVROLET,Cruze,2017,Sedan,0,Petrol,1.4 Turbo,8960,4,Tiptronic,Front,4,Left wheel,White,10,738,15053
45642931,auto,HYUNDAI,Elantra,2017,Sedan,0,Petrol,2,20000,4,Tiptronic,Front,4,Left wheel,Black,12,1017,28852
45732098,auto,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,2,104667,4,Automatic,Front,4,Left wheel,Grey,4,765,48998
45732371,auto,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,2,190000,4,Automatic,Front,4,Left wheel,Grey,4,640,35962
45816249,auto,BMW,X6,2014,Jeep,1,Petrol,4.4,62192,8,Automatic,4x4,4,Left wheel,Black,12,1301,17876
45802435,auto,HYUNDAI,Grandeur,2011,Sedan,1,LPG,3,406000,4,Automatic,Front,4,Left wheel,Silver,4,1018,13269
45804827,auto,HYUNDAI,Tucson,2014,Jeep,1,Diesel,2,87720,4,Automatic,Front,4,Left wheel,Brown,4,639,33575
45776878,auto,MERCEDES-BENZ,E 320,1996,Sedan,1,CNG,3.2,224643,6,Manual,Rear,4,Left wheel,Silver,6,0,8467
45803092,auto,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2,20900,4,Automatic,Front,4,Left wheel,Black,4,639,31747
45438721,auto,TOYOTA,Camry Hybrid,2012,Sedan,1,Hybrid,2.5,155000,4,Automatic,Front,4,Left wheel,Black,10,0,23521
45552110,auto,HONDA,FIT,2012,Sedan,0,Hybrid,1.5,90000,4,Tiptronic,Front,4,Right-hand drive,White,2,1268,11133
45503993,auto,HYUNDAI,Sonata,2015,Sedan,0,Petrol,2.4,120000,4,Automatic,Front,4,Left wheel,Blue,10,900,24148
45809681,auto,HONDA,Civic,2016,Sedan,1,Petrol,1.5,3785,4,Automatic,Front,4,Left wheel,Grey,4,690,59834
45732663,auto,HYUNDAI,Sonata,2014,Sedan,1,LPG,2,583499,4,Automatic,Front,4,Left wheel,Orange,4,639,8467
45664407,auto,BMW,X5,2014,Jeep,1,Diesel,3,0,6,Automatic,4x4,4,Left wheel,Black,0,915,10349
45816289,auto,BMW,X5,2012,Jeep,1,Petrol,3,232789,6,Automatic,4x4,4,Left wheel,Grey,12,919,15994
45625938,auto,BMW,X5,2009,Jeep,1,Diesel,3,229854,6,Automatic,4x4,4,Left wheel,Green,0,1405,78
45732334,auto,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2,144009,4,Automatic,Front,4,Left wheel,Silver,4,639,36865
44309318,auto,CHEVROLET,Cruze,2018,Sedan,0,Petrol,1.4 Turbo,37400,4,Automatic,Front,4,Left wheel,Black,8,781,15053
45797531,auto,CHEVROLET,Lacetti,2009,Sedan,1,Diesel,2,6500,14,Automatic,Front,4,Left wheel,White,8,966,15681
43993576,auto,VOLKSWAGEN,Phaeton,2008,Sedan,1,Petrol,3.2,138000,6,Tiptronic,4x4,4,Left wheel,Black,12,0,18817
45802318,auto,HYUNDAI,H1,2016,Universal,1,Diesel,2.5,182541,4,Automatic,Front,4,Left wheel,Silver,4,1091,36231
45768396,auto,TOYOTA,Highlander,2008,Jeep,1,Hybrid,3.3,269162,6,Automatic,4x4,4,Left wheel,Silver,12,1750,1646
45550283,auto,NISSAN,Quest,2011,Minivan,0,Petrol,3.5,89000,6,Automatic,Front,4,Left wheel,Grey,12,1172,23207
45631358,auto,BMW,X5,2012,Jeep,1,Diesel,3,70994,6,Automatic,4x4,4,Left wheel,Black,0,919,31047
45760572,auto,HONDA,FIT,2012,Hatchback,0,Petrol,1.3,146000,4,Automatic,Front,4,Right-hand drive,White,2,1111,6899
45730329,auto,SSANGYONG,REXTON,2011,Jeep,1,Diesel,2,172392,4,Automatic,Front,4,Left wheel,White,4,707,21768
45794558,auto,MERCEDES-BENZ,ML 350 4 MATIC,2014,Jeep,1,Petrol,3.5,107329,6,Tiptronic,4x4,4,Left wheel,Grey,12,0,60213
45730682,auto,SSANGYONG,Actyon,2016,Jeep,1,Petrol,1.6,18498,4,Automatic,Front,4,Left wheel,Blue,4,730,34419
45621668,auto,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,3.5,377379,6,Automatic,4x4,4,Left wheel,Silver,12,1172,157
45767337,auto,MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,3.5,132349,6,Automatic,4x4,4,Left wheel,Grey,12,1053,31047
45812811,auto,TOYOTA,Camry,2015,Sedan,1,Petrol,2.5,150259,4,Automatic,Front,4,Left wheel,White,12,934,314
45797223,auto,HYUNDAI,Elantra,2016,Sedan,1,Diesel,1.6,33017,4,Automatic,Front,4,Left wheel,White,4,730,23207
45525222,auto,TOYOTA,CHR,2019,Jeep,1,Petrol,2,4330,4,Automatic,Front,4,Left wheel,White,12,1077,29793
45797285,auto,HYUNDAI,I30,2015,Hatchback,1,Diesel,1.6,170000,4,Automatic,Front,4,Left wheel,White,4,629,21395
45809559,auto,HONDA,FIT,2018,Hatchback,1,Petrol,1.5,8000,4,Automatic,Front,4,Left wheel,Black,4,831,60502
45675221,auto,MERCEDES-BENZ,SLK 230,1998,Cabriolet,0,Petrol,2.3,202000,4,Automatic,Rear,2,Left wheel,Silver,0,0,6899
45732583,auto,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,2,90220,4,Automatic,Front,4,Left wheel,Black,4,640,46490
45789965,auto,KIA,Sportage,2007,Jeep,1,Diesel,2,71168,4,Automatic,Front,4,Left wheel,Black,4,1282,5959
45805075,auto,HYUNDAI,Tucson,2011,Jeep,1,Diesel,2,67630,4,Automatic,Front,4,Left wheel,Silver,4,707,14122
45647807,auto,BMW,X5,2012,Jeep,1,Diesel,3,103458,6,Automatic,4x4,4,Left wheel,White,0,919,8154
45764740,auto,LEXUS,CT 200h,2012,Hatchback,1,Hybrid,1.8,174106,4,Automatic,Front,4,Left wheel,White,0,586,1490
45721609,auto,MERCEDES-BENZ,E 200,2006,Sedan,1,Diesel,2.2,270000,6,Tiptronic,Rear,4,Left wheel,Sky blue,8,0,19130
45155491,auto,TOYOTA,Vitz,2012,Hatchback,0,Petrol,1.3,193000,4,Variator,4x4,4,Right-hand drive,Yellow,2,1111,8000
45803113,auto,HYUNDAI,Sonata,2015,Sedan,1,LPG,2,610412,4,Automatic,Front,4,Left wheel,Orange,4,765,8467
45803524,auto,HYUNDAI,Sonata,2014,Sedan,1,LPG,2,354648,4,Automatic,Front,4,Left wheel,Silver,4,639,11917
43857644,auto,TOYOTA,Prius C,2015,Sedan,1,Petrol,1.5,47500,4,Automatic,Front,4,Left wheel,Black,12,0,24148
45815322,auto,TOYOTA,Tacoma,2016,Pickup,1,Petrol,3.5,131882,6,Automatic,Rear,4,Left wheel,Grey,12,1493,470
